"","OBJECTID","TAG","LU_NSWCode","LU_NSWMajo","LU_NSWDeta","LU_SCALDCo","LU_ALUM4Co","LU_ALUM5Co","LU_ALUM6Co","LU_ALUMMaj","LU_ALUMDet","Source","SourceScal","SourceDate","Reliabilit","LU_Mapping","Shape_Leng","Shape_Area","LU_ALUM7Co","LandUse"
"1469",44918,"129","129","Cropping","Cotton","a0a","3.4.6","3.3.6","3.3.6","Cropping","Cotton","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.068924654,0.00020915747,"3.3.6",4
"1470",40812,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.2550532579,0.00036537009,"1.3.2",60
"1471",145516,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.03698865798,3.805327e-05,"3.2.1",53
"1472",49025,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.06548515624,3.13748e-06,"6.4.1",29
"1473",44919,"129","129","Cropping","Cotton","a0a","3.4.6","3.3.6","3.3.6","Cropping","Cotton","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.12241245192,0.00045670673,"3.3.6",4
"1474",145517,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.5715277987,0.00151959438,"3.2.1",53
"1475",44920,"129","129","Cropping","Cotton","a0a","3.4.6","3.3.6","3.3.6","Cropping","Cotton","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.03292866487,6.538665e-05,"3.3.6",4
"1476",55186,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00914597232,4.6108e-06,"5.4.5",15
"1477",55187,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-05-11,3,NA,0.00854880257,3.20557e-06,"5.4.5",15
"1478",145519,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01126433356,6.647e-06,"3.2.1",53
"1479",49029,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.00405723495,9.13e-08,"6.4.1",29
"1480",145520,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01846690103,7.70917e-06,"3.2.1",53
"1481",145522,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.00788892519,2.96534e-06,"3.2.1",53
"1482",145523,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.01941026534,1.347161e-05,"3.2.1",53
"1483",145524,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.14763192567,0.00019898744,"3.2.1",53
"1484",205061,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00353220536,9.1125e-07,"6.2.0",14
"1485",145525,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01339418802,5.62896e-06,"3.2.1",53
"1486",55194,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02649432182,2.30783e-05,"5.4.5",15
"1487",40823,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-28,2,2004-09-13,0.00821000555,2.49676e-06,"1.3.2",60
"1488",145526,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01845448565,1.626241e-05,"3.2.1",53
"1489",40824,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-28,2,2004-09-13,0.01507940934,6.66539e-06,"1.3.2",60
"1490",145527,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.02484057078,2.19227e-05,"3.2.1",53
"1491",40825,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2005-06-30,2,2006-09-28,0.23966355994,0.00011185458,"1.3.2",60
"1492",145528,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.01311476793,8.77119e-06,"3.2.1",53
"1493",40826,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2005-06-30,2,2006-09-28,0.06145114024,3.93948e-05,"1.3.2",60
"1494",145529,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.01316592682,6.28589e-06,"3.2.1",53
"1495",40827,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-28,2,2004-09-13,0.03056025426,2.28933e-06,"1.3.2",60
"1496",145530,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.02931384577,1.391484e-05,"3.2.1",53
"1497",371372,"109","109","Special Category","Cliff/rock outcrop","j9m","1.3.0","1.3.0","1.3.0","Other minimal use","Other minimal use","air photo","1:25,000",2001-11-01,3,NA,0.01003368995,3.31882e-06,"1.3.0",2
"1498",40828,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.09672336246,6.352607e-05,"1.3.2",60
"1499",145531,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.79500324536,0.00133721445,"3.2.1",53
"1500",40829,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2005-06-30,2,2006-09-28,0.58968670054,0.00052268922,"1.3.2",60
"1501",145532,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.0138379269,5.86059e-06,"3.2.1",53
"1502",40830,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-29,2,2004-10-18,0.17204278091,0.00042444061,"1.3.2",60
"1503",145533,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.01691795208,5.77661e-06,"3.2.1",53
"1504",59308,"168","168","Grazing","Grazing of native vegetation. Grazing of domestic stock on essentially unmodified native vegetation","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-05-11,3,NA,0.01723038905,1.26061e-05,"2.1.0",22
"1505",145534,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.00531426041,1.65831e-06,"3.2.1",53
"1506",205071,"8","8","River & Drainage System","Farm dam","f5g","6.2.0","6.2.0","6.2.0","Reservoir/dam","Reservoir/dam","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00649923823,2.42641e-06,"6.2.0",14
"1507",40832,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-28,2,2004-09-13,0.0305449586,2.090503e-05,"1.3.2",60
"1508",145535,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.18788734293,0.00015903634,"3.2.1",53
"1509",83946,"170","170","Grazing","Grazing - Residual strips (block or linear feature) of native grassland within cultivated paddock. Strips contain scattered to isolated trees only","c2a","2.1.0","2.1.0","2.1.0","Grazing native vegetation","Grazing native vegetation","air photo","1:50,000",2003-07-29,3,2004-10-18,0.003940301,1.11207e-06,"2.1.0",21
"1510",145536,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.00842368818,1.77677e-06,"3.2.1",53
"1511",40834,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-28,2,2004-09-13,0.02757447159,2.39224e-06,"1.3.2",60
"1512",145537,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.00466895084,1.07544e-06,"3.2.1",53
"1513",145538,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.01213113161,6.38101e-06,"3.2.1",53
"1514",55207,"139","139","Special Category","Farm Infrastructure - house, machinery & storage sheds and garden areas","h7.","5.0.0","5.0.0","5.0.0","Residential and farm infrastructure","Farm buildings/infrastructure","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00821665603,3.0478e-06,"5.4.5",15
"1515",145539,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.05534287298,1.516256e-05,"3.2.1",53
"1516",164017,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.02108687427,2.429941e-05,"3.2.1",56
"1517",145541,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.00989429211,5.32152e-06,"3.2.1",53
"1518",145542,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","Landsat ETM/TM","1:50,000",1999-10-20,5,2004-10-18,0.22971993284,0.00063944339,"3.2.1",53
"1519",164019,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02904343557,3.903204e-05,"3.2.1",56
"1520",49052,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.22533287626,1.046629e-05,"6.4.1",29
"1521",145543,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.00843402141,3.03771e-06,"3.2.1",53
"1522",164020,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.00714170463,3.22865e-06,"3.2.1",56
"1523",49053,"136","136","River & Drainage System","Irrigation supply channel","j9f","6.4.1","6.4.1","6.4.1","Channel/aqueduct","Supply channel/aqueduct","air photo","1:50,000",2003-05-11,3,NA,0.14805153572,3.54625e-06,"6.4.1",29
"1524",145544,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.01440088462,8.30947e-06,"3.2.1",53
"1525",164021,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04503634187,6.361621e-05,"3.2.1",56
"1526",145545,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.04786433941,0.00011187355,"3.2.1",53
"1527",164022,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.0125156309,1.041084e-05,"3.2.1",56
"1528",145546,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.00853167754,3.66428e-06,"3.2.1",53
"1529",164023,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.02059343118,1.113314e-05,"3.2.1",56
"1530",145547,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.41572816864,0.00061200882,"3.2.1",53
"1531",164024,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.05906657414,3.602994e-05,"3.2.1",56
"1532",40845,"117","117","Conservation Area","Wide road reserve or TSR, with some grazing","j9c","1.3.2","1.3.2","1.3.2","Other minimal use","Stock route","ancillary dataset","1:50,000",2004-03-28,2,2004-09-13,0.10500194658,8.359163e-05,"1.3.2",60
"1533",145548,"4","4","Grazing","Volunteer, naturalised, native or improved pastures","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-05-11,3,NA,0.0263312818,1.891687e-05,"3.2.1",53
"1534",164025,"4R","4R","Grazing","Volunteer, naturalised, native or improved pastures - with more than 30% of ground area having regeneration of native tree species","c2b","3.3.1","3.2.1","3.2.1","Grazing modified pastures","Native/exotic pasture mosaic","air photo","1:50,000",2003-07-29,3,2004-10-18,0.04020983161,4.754481e-05,"3.2.1",56
